room_id,length,width,num_furniture,num_fixed_elements,furniture_density,free_space,avg_wall_distance,walkability,valid
0,5.393863202598018,3.8434080104253088,5,2,0.2966597982188816,0.7033402017811183,0.5329232080919561,0.7323733862959285,True
1,4.591415782101486,4.649429355808395,5,2,0.2880904352534908,0.7119095647465092,0.4496185964474938,0.7043478260869566,True
2,4.691380258071977,3.033472704939448,5,2,0.3133964922438441,0.6866035077561559,0.464868158960497,0.7695652173913043,False
3,5.016492329298658,3.4001070897690555,3,1,0.20754415821878755,0.7924558417812124,0.1459007986754801,0.8,True
4,5.825855772255462,3.6850082239102995,5,1,0.3032374237738977,0.6967625762261023,0.3083450090861372,0.6939655172413793,True
5,5.805899583673066,3.351091424251778,4,2,0.1798921646757778,0.8201078353242222,0.6610315366884021,0.8500522466039707,True
6,5.507010097056523,4.074138147061536,5,2,0.29015453627595333,0.7098454637240467,0.4842511766804226,0.7031818181818181,True
7,5.889447055414682,3.5987998079129797,6,1,0.3354574104687678,0.6645425895312322,0.3384935465054253,0.6935960591133005,True
8,3.583210870254437,4.2249885231180135,3,1,0.2780892464908936,0.7219107535091064,0.4646773837823062,0.736734693877551,True
9,5.3466586077758205,4.3918588035340065,5,2,0.18993457739893949,0.8100654226010605,0.4835989018602257,0.8297498903027644,True
10,4.86378107021563,3.7413109971249376,4,1,0.26817728726191753,0.7318227127380825,0.4103330269901425,0.7488738738738738,True
11,3.2799316293944782,4.429637620912988,6,2,0.4645909898605027,0.5354090101394973,0.34403890988810487,0.6178977272727273,False
12,5.890035031129456,3.0659360505777613,3,2,0.10410626829660823,0.8958937317033918,0.3746335258325048,0.8988505747126436,True
13,3.1931262321301856,4.210330599132104,3,2,0.24248524318176856,0.7575147568182314,0.4963885130015844,0.7757296466973886,True
14,5.65243771128992,3.945498567423165,6,1,0.25693126002185196,0.743068739978148,0.5831504726641586,0.7495421245421245,True
15,4.921395180547766,4.629650749214712,4,1,0.2558774918912906,0.7441225081087094,0.6679018434771643,0.7688553682342503,True
16,4.143102430726223,4.423694589154304,3,1,0.10257630312773244,0.8974236968722675,0.1468446097010906,0.9196230598669624,True
17,4.172198080015284,4.093665477701938,3,2,0.2072650104485633,0.7927349895514367,0.5768494023675029,0.823170731707317,True
18,3.939630292592994,3.2127975636310326,3,2,0.1430012207557624,0.8569987792442376,0.529803481816196,0.844551282051282,True
19,4.347530211392583,3.6680721746291987,5,2,0.42578395645398603,0.574216043546014,0.1805276289607478,0.6085271317829457,False
20,3.7810281051610484,4.341216481396051,3,2,0.32288994490332207,0.677110055096678,0.24469430799392114,0.7272155876807039,True
21,4.849575267574494,3.2947660014349487,4,2,0.25910277307312646,0.7408972269268735,0.2386834334852742,0.796875,True
22,5.449781171909691,3.3019031267382672,4,1,0.13781874446413062,0.8621812555358694,0.4017408038506229,0.8720538720538721,True
23,5.825850098360734,3.055849265998911,3,1,0.2364780642643848,0.7635219357356152,0.40285088651287104,0.7833333333333333,True
24,5.948083479052592,4.8480956905896475,5,1,0.21326858008527816,0.7867314199147218,0.678102043580639,0.801906779661017,False
25,5.668114727787993,3.9007764070124016,6,2,0.2130253157697694,0.7869746842302305,0.5117106702484832,0.8081501831501832,True
26,4.3999272064606405,3.6677928741152264,4,1,0.2980538818811231,0.7019461181188769,0.3872091049577204,0.7215762273901809,True
27,3.6399583141568237,3.9318722988663204,4,2,0.24525129105525967,0.7547487089447403,0.13298329511685925,0.7471509971509972,True
28,3.5648887185433726,4.541782376562897,5,1,0.3798418543948196,0.6201581456051803,0.23349966704477895,0.6266666666666667,True
29,4.081085830165453,4.146109677301991,4,2,0.30495319420128036,0.6950468057987196,0.22927989278655247,0.6853658536585366,True
30,3.420632170355048,3.881332203084728,3,1,0.42028801667153504,0.579711983328465,0.4344645758172307,0.6006191950464397,False
31,3.63227324647258,3.4933793548644037,4,1,0.24824830537312734,0.7517516946268726,0.5171543139925263,0.7671568627450981,True
32,4.986637259981809,4.258844439569181,4,2,0.14832385311246282,0.8516761468875371,0.5150756446872193,0.858114674441205,True
33,5.010072310225127,3.5183696968735862,3,2,0.25868984289273605,0.741310157107264,0.2786690714905062,0.7525714285714286,True
34,4.9616074669203,3.36508995116217,3,2,0.17369164076407376,0.8263083592359263,0.26496884251078084,0.8274582560296846,True
35,5.016454256006312,3.0896402578180533,4,2,0.31034182142043315,0.6896581785795668,0.3552110260240171,0.7046666666666667,True
36,5.481263237105386,3.7841071388289604,4,1,0.23190013039525875,0.7680998696047412,0.4637546048896962,0.7667667667667668,True
37,5.8961684889634025,4.932036501238657,5,2,0.23590000396957198,0.764099996030428,0.790399951056641,0.7508796622097115,True
38,4.606348432341486,4.555166458784605,4,2,0.19730555082332543,0.8026944491766745,0.43763713049527825,0.8198067632850241,True
39,3.0330384685874887,4.428002382274143,3,2,0.21592962645601654,0.7840703735439835,0.18673070057179317,0.8431818181818181,True
40,5.404811156195373,4.611897826599553,6,2,0.2852393244199745,0.7147606755800255,0.4137444493923869,0.7407407407407407,True
41,4.187747423311762,4.793618105138302,5,1,0.20473774226168764,0.7952622577383124,0.6148557496586255,0.7877529839128179,True
42,3.0113488607494547,3.450502517417788,4,2,0.3984344864280716,0.6015655135719284,0.20130243557611133,0.6588235294117647,True
43,5.044809723154353,3.3974963555318007,6,2,0.43116216939082497,0.568837830609175,0.2943351573100343,0.6018181818181818,False
44,5.2582841280307635,4.117384524813682,6,2,0.34456673711691344,0.6554332628830866,0.6204731279734895,0.7542213883677298,False
45,3.030709411334408,4.568564572893221,3,1,0.2831144276147551,0.716885572385245,0.5500881804785246,0.7533333333333333,True
46,4.237848311033767,4.618511964388198,3,2,0.270787360514544,0.729212639485456,0.29512751051370495,0.7179089026915114,True
47,4.98703949256724,3.48850371678315,3,1,0.10806270930747293,0.891937290692527,0.4207834791966277,0.8865546218487395,True
48,5.546313804114007,4.910835202845383,6,2,0.2610416479780049,0.7389583520219951,0.6600617875568585,0.7369202226345084,True
49,3.9503009309001706,4.708237196108264,5,2,0.2946402289724583,0.7053597710275417,0.3758533651457876,0.7212220403709766,True
50,3.7871617115238156,3.5671486222350763,3,1,0.20948425250154518,0.7905157474984548,0.2782108004483222,0.7961389961389962,True
51,5.527999390519655,4.20160137635268,4,2,0.1795366931815358,0.8204633068184641,0.8134862042266332,0.8064935064935065,True
52,5.260527369185831,3.876855778430413,3,2,0.1564162080893459,0.8435837919106541,0.5692023382531777,0.8653846153846154,True
53,4.668480497575713,4.31166487218022,5,2,0.3547134573229107,0.6452865426770893,0.23018897471473726,0.6496461071789686,True
54,3.4794436350335762,4.810626232958647,6,1,0.40326669136341997,0.59673330863658,0.3659026303982909,0.6513480392156863,False
55,5.900262169424845,4.260419646650495,3,1,0.16708043694639535,0.8329195630536046,0.45975192607031484,0.8361581920903954,True
56,5.991530477687828,3.487860586625912,5,2,0.22825562498049468,0.7717443750195053,0.36527416688187103,0.7562313060817547,True
57,3.5885145097410387,3.234933179651474,4,1,0.2713504416851427,0.7286495583148573,0.24369663788271062,0.73125,True
58,5.573012211729678,3.6057697316756547,4,2,0.1920875959505104,0.8079124040494896,0.5301710021569667,0.8176767676767677,True
59,3.376899580719473,3.6912207125849603,5,2,0.5222672921303277,0.47773270786967226,0.3116364751313273,0.5563973063973064,False
60,5.895105188548548,3.850406798643528,5,2,0.22600559507665038,0.7739944049233496,0.4642804058695596,0.7604355716878403,True
61,5.358120384456569,4.609682861230805,3,2,0.1291537939937395,0.8708462060062605,0.5613117256893008,0.8568498769483183,True
62,3.391322670241126,4.693813137150544,4,2,0.13380880563249706,0.8661911943675029,0.3802512184214757,0.8616600790513834,True
63,3.7775683004735923,4.801006398979616,5,2,0.30215928789401075,0.6978407121059893,0.6170796391067115,0.6903153153153153,True
64,5.560254167000023,3.987170597434474,5,2,0.30627412796306375,0.6937258720369363,0.5814777471999488,0.7375291375291375,True
65,3.312815086445514,4.217081241656318,4,2,0.4430793256119202,0.5569206743880798,0.3290553316091524,0.6356421356421357,False
66,5.994798758265173,4.770402363483461,6,2,0.1646991231229364,0.8353008768770636,0.8010686171439851,0.8265416516408222,True
67,5.614701546278305,4.345629880514393,6,2,0.2348416978315132,0.7651583021684868,0.6759401525804707,0.7637043189368771,True
